concentration,mu_h(c)
0.05537101,-0.11317325
0.014466103,-0.1436112
0.012769635,-0.14026976
0.012786609,-0.15197086
0.019083792,-0.13704991
0.022325799,-0.12748408
0.023689134,-0.118626595
0.016482458,-0.13378263
0.018062114,-0.12458849
0.013615547,-0.13082981
0.03171987,-0.12588716
0.02740641,-0.12213206
0.025092392,-0.13137293
0.036037051,-0.11872506
0.037139139,-0.11209154
0.030648654,-0.11524367
0.064261744,0.12703323
0.04091264,0.118337154
0.036569742,0.105012655
0.03147272,0.07635307
0.015913533,0.058670998
0.021609747,0.0049397945
0.027290229,-0.03603673
0.019123599,-0.014858007
0.026739713,0.040748835
0.022606733,0.20551276
0.036370485,0.18620467
0.067211811,0.16213965
0.019099436,0.20588589
0.041421532,0.18783402
0.036462155,0.20679355
0.047912543,0.15299702
0.055845545,0.15874529
0.03531157,0.18465877
0.048677112,0.22145343
0.054374542,0.23294544
0.02975624,0.23173165
0.024444643,0.23027396
0.023009782,0.21947694
0.02752482,0.21977592
0.066294094,-0.06552553
0.047561681,0.00603652
0.054145909,0.080393076
0.050946785,-0.030207634
0.056995728,0.04640293
0.038461882,0.006294489
0.070750284,-0.09183979
0.075440028,-0.08146787
0.042622359,-0.05351448
0.063333692,-0.093587875
0.071500318,-0.098988295
0.060389876,-0.10667086
0.049391795,-0.096851826
0.047197196,-0.10185003
0.030723508,-0.10067344
0.081392743,-0.099874735
0.077762296,-0.103185415
0.075534033,-0.095846176
0.067473597,-0.10134792
0.059554873,-0.09747362
0.049048824,-0.09400129
0.058928095,-0.102185965
0.049229591,-0.09816718
0.048497839,-0.1032629
0.061365808,-0.09313607
0.072221391,-0.09630966
0.069945961,-0.09298968
0.053149644,-0.09328532
0.043871428,-0.09725189
0.047695994,-0.101661205
0.061910827,-0.09613848
0.069540144,-0.0998106
0.075589462,-0.09813881
0.085776749,-0.104315996
0.087317731,-0.100814104
0.069767026,-0.10438061
0.078758612,-0.09107852
0.058783892,-0.057747602
0.094534979,-0.09101319
0.0126,-0.13426113
0.0126,-0.13196683
0.0126,-0.1426549
0.034827573,-0.10284877
0.025016905,-0.097299576
0.016053045,-0.092615604
0.029046453,-0.10550356
0.020303601,-0.09973669
0.023528749,-0.108478546
0.035506572,-0.0932498
0.024236097,-0.09278011
0.035516495,-0.09760547
0.0126,-0.12566304
0.012676632,-0.115136385
