concentration,j_0(c)
0.110560338,3.997637e-05
0.284429592,4.3226413e-05
0.110456027,4.8937793e-05
0.237630814,3.7338326e-05
0.113515248,4.151569e-05
0.090191121,3.5794383e-05
0.013396238,7.7744444e-05
0.014442516,7.253518e-05
0.014250188,6.602982e-05
0.0126,5.8870122e-05
0.0126,7.5278425e-05
0.0126,6.941352e-05
0.0126,6.257223e-05
0.0126,7.2207455e-05
0.0126,6.5790126e-05
0.076244429,3.173804e-05
0.086849448,3.2172527e-05
0.221802634,3.3463366e-05
0.109634837,2.9750625e-05
0.178327364,3.0696123e-05
0.119582515,3.24971e-05
0.143008997,2.847772e-05
0.146704815,2.9878815e-05
0.160673534,2.7804146e-05
0.033673157,6.726154e-05
0.015959364,5.9775088e-05
0.0126,5.2118747e-05
0.0126,4.5024768e-05
0.027300577,6.4883156e-05
0.015115997,5.7408022e-05
0.0126,5.006749e-05
0.017512987,6.2051484e-05
0.012623947,5.4708555e-05
0.115936287,2.6181633e-05
0.137835475,2.6392621e-05
0.154376843,2.691641e-05
0.124936398,2.5348822e-05
0.151352908,2.5784644e-05
0.160673534,2.653813e-05
0.134067817,2.481372e-05
0.164787591,2.5461966e-05
0.150589426,2.4537674e-05
0.012605893,4.845541e-05
0.0126,4.1688447e-05
0.0126,3.5977857e-05
0.0126,3.1378353e-05
0.0126,4.7632402e-05
0.0126,4.1172876e-05
0.0126,3.5733756e-05
0.0126,4.646195e-05
0.0126,4.0366198e-05
0.081829829,2.3565985e-05
0.101453754,2.3765693e-05
0.126393472,2.4084753e-05
0.093687559,2.3224035e-05
0.116740047,2.3522683e-05
0.141127244,2.3937382e-05
0.111687168,2.3017243e-05
0.133698105,2.3406343e-05
0.124010282,2.2935676e-05
0.0126,3.185699e-05
0.0126,3.223767e-05
0.0126,3.250457e-05
0.0126,2.8357344e-05
0.013365319,2.8655204e-05
0.0126,2.8871405e-05
0.022060133,2.5818643e-05
0.015412704,2.6002086e-05
0.025427125,2.3733617e-05
0.077310771,2.2309683e-05
0.092412132,2.244891e-05
0.110952393,2.2655851e-05
0.089981458,2.2072305e-05
0.107477105,2.2275595e-05
0.124010282,2.2556464e-05
0.103778265,2.1907394e-05
0.124010282,2.2181872e-05
0.105357702,2.1810418e-05
0.0126,2.057854e-05
0.015432178,2.1390286e-05
0.021753927,2.2430855e-05
0.012858156,2.1626132e-05
0.013790533,2.2652493e-05
0.016769419,2.3954353e-05
0.0126,2.286812e-05
0.013145742,2.4160629e-05
0.0126,2.435308e-05
0.105357702,2.1393143e-05
0.0858592,2.099649e-05
0.066027007,2.062566e-05
0.095374738,2.1591051e-05
0.08566709,2.1205602e-05
0.074870497,2.0851307e-05
0.074405003,2.14978e-05
0.065256089,2.1148322e-05
0.055613089,2.1523854e-05
0.0126,2.1457226e-05
0.012651225,2.070239e-05
0.013096397,2.0060419e-05
0.013647402,1.951721e-05
0.0126,2.1154914e-05
0.012617449,2.0383886e-05
0.012968115,1.9727016e-05
0.0126,2.0862328e-05
0.012635671,2.007737e-05
0.035710466,2.0780297e-05
0.050270927,2.0623847e-05
0.064707315,2.0571106e-05
0.036263982,2.0375648e-05
0.050732936,2.0249347e-05
0.066027007,2.023366e-05
0.035245312,2.0005291e-05
0.03604899,1.9910909e-05
0.03604899,1.9665471e-05
0.019174798,2.0906493e-05
0.021017033,2.0368125e-05
0.02696591,1.9957055e-05
0.015438424,2.0412941e-05
0.016770667,1.9893385e-05
0.015735362,1.9500709e-05
0.013523924,1.9951016e-05
0.015735362,1.9449462e-05
0.064230064,9.884401e-06
0.072240913,9.7903585e-06
0.074581485,9.770602e-06
0.050205839,1.6065564e-05
0.050648305,1.6249354e-05
0.051660495,1.569566e-05
0.023496751,1.6897198e-05
0.020899249,1.7371985e-05
0.017435374,1.7829458e-05
0.029373364,1.6740276e-05
0.026864823,1.721734e-05
0.036368617,1.6587426e-05
0.013725144,1.7692846e-05
0.014766422,1.7760194e-05
0.017712895,1.7297245e-05
0.020515391,1.8760778e-05
0.031585976,1.8843804e-05
0.017923536,1.8425255e-05
0.052366592,1.00441985e-05
0.060152885,9.9149565e-06
0.068307115,9.795518e-06
0.047531661,1.0085219e-05
0.054177898,9.949915e-06
0.041882923,1.0131361e-05
0.041213895,1.0221864e-05
0.030666216,1.046857e-05
0.036069428,1.0301827e-05
0.036313336,1.0323671e-05
0.030248084,1.0529571e-05
0.039613692,1.0270129e-05
0.019286682,1.1056579e-05
0.014346644,1.1396445e-05
0.020590925,1.1208477e-05
0.046547049,1.464497e-05
0.04736803,1.4579336e-05
0.03651125,1.39756685e-05
0.0126,1.2239637e-05
0.014266635,1.2762449e-05
0.013872484,1.263534e-05
0.036749387,9.722374e-06
0.039907843,9.847367e-06
0.040937859,9.983756e-06
0.050847018,9.700127e-06
0.05294198,9.819422e-06
0.066118651,9.681669e-06
0.02825183,9.814215e-06
0.026590255,9.918446e-06
0.026492239,1.0035748e-05
0.032755992,9.950495e-06
0.02943772,1.0066288e-05
0.03438144,1.0098242e-05
0.073112578,9.557361e-06
0.089509971,9.467717e-06
0.062658042,9.459094e-06
0.042622586,9.581658e-06
0.057136167,9.567909e-06
0.047563359,9.465258e-06
0.02128149,1.6775546e-05
0.023568959,1.6654161e-05
0.02549737,1.6533364e-05
0.018361162,1.7182201e-05
0.021589909,1.7067337e-05
0.01529985,1.7584789e-05
0.041147263,1.5933303e-05
0.041928114,1.5556048e-05
0.041906792,1.5184238e-05
0.032250896,1.5418662e-05
0.031143683,1.50400465e-05
0.024764318,1.4898679e-05
0.035596893,1.44900705e-05
0.026935186,1.3814552e-05
0.023283643,1.43374455e-05
0.028927627,1.6236585e-05
0.029816371,1.556757e-05
0.026546777,1.6106495e-05
0.026941138,1.5430453e-05
0.02556576,1.5976933e-05
0.036187391,1.6082582e-05
0.021684617,1.8793491e-05
0.018554773,1.845433e-05
0.019549006,1.8106992e-05
0.028844165,1.8487124e-05
0.025620093,1.813583e-05
0.035060363,1.816873e-05
0.030572919,1.763443e-05
0.022106116,1.7607497e-05
0.026407459,1.7087525e-05
0.023334453,1.9268544e-05
0.026287421,1.9449826e-05
0.018010116,1.961467e-05
0.030049539,1.898208e-05
0.037912394,1.8682575e-05
0.036088306,1.917109e-05
0.035513169,1.6867536e-05
0.040089591,1.7315184e-05
0.038565445,1.7749637e-05
0.03402,1.6750038e-05
0.033477283,1.7198527e-05
0.02957907,1.6638685e-05
0.012743038,1.1538725e-05
0.0126,1.1315636e-05
0.02035949,1.1098688e-05
0.0126,1.2003024e-05
0.014736863,1.1770778e-05
0.012988502,1.2520493e-05
0.015597636,1.1177637e-05
0.021203309,1.08486e-05
0.015677533,1.0964596e-05
0.027505712,1.0343411e-05
0.022134932,1.0698255e-05
0.027320528,1.037193e-05
0.021049375,1.0723832e-05
0.029394158,1.0401977e-05
0.025829498,1.0618844e-05
0.033909649,1.2678181e-05
0.020034993,1.28920465e-05
0.017741166,1.3110339e-05
0.038265765,1.2089647e-05
0.017602757,1.2302743e-05
0.029139656,1.1562277e-05
0.021329997,1.3384321e-05
0.019381026,1.412871e-05
0.017872,1.3597639e-05
0.026683055,9.654419e-06
0.032114329,9.519514e-06
0.036046626,9.409304e-06
0.018275002,9.589125e-06
0.024134904,9.460135e-06
0.017089244,9.526699e-06
0.021673696,9.84472e-06
0.020647459,9.743243e-06
0.017552658,9.674945e-06
0.02655565,1.0071124e-05
0.023047639,9.872779e-06
0.019833641,9.696045e-06
0.027729221,1.011171e-05
0.023254304,9.905773e-06
0.027561559,1.0157987e-05
0.028973623,1.0391658e-05
0.035306793,1.0445662e-05
0.030541731,1.0760023e-05
0.04010399,9.275345e-06
0.059126124,9.215719e-06
0.027487015,9.19602e-06
0.019716643,9.34053e-06
0.026835466,9.301238e-06
0.020324452,9.210886e-06
0.026351255,1.6062364e-05
0.023921085,1.5499274e-05
0.024055539,1.4950588e-05
0.025602702,1.558353e-05
0.021796705,1.5017104e-05
0.026515249,1.5099962e-05
0.03151954,1.6281341e-05
0.029502313,1.6168568e-05
0.028786095,1.5690208e-05
0.026365118,1.32985415e-05
0.02466494,1.38754785e-05
0.02419392,1.4477966e-05
0.024324809,1.382613e-05
0.023156835,1.4411691e-05
0.022527631,1.4361164e-05
0.035363478,1.2869322e-05
0.031458805,1.3075848e-05
0.024016376,1.3597773e-05
0.019074489,2.029272e-05
0.029170757,1.9880335e-05
0.023156961,2.012567e-05
0.0126,2.0891843e-05
0.0126,2.103054e-05
0.0126,2.0637095e-05
0.014606603,2.1529513e-05
0.0126,2.1606105e-05
0.013150134,2.1339256e-05
0.045401747,1.9272517e-05
0.045691295,1.8891602e-05
0.032693722,1.8489329e-05
0.036880981,1.9540743e-05
0.032581245,1.9178031e-05
0.024649255,1.9805664e-05
0.047184892,1.826743e-05
0.045359279,1.83742e-05
0.049117213,1.8783481e-05
0.037129396,1.7416058e-05
0.036213005,1.7958611e-05
0.042675524,1.7849654e-05
0.030639742,1.6600277e-05
0.027250832,1.6331489e-05
0.029447071,1.6062197e-05
0.028680704,1.7162782e-05
0.022828926,1.6907376e-05
0.025471775,1.7721279e-05
0.029443252,1.600356e-05
