concentration,j_0(c)
0.045359279,2.2178321e-09
0.049117213,2.2001134e-09
0.037129396,2.1913957e-09
0.036213005,2.2203586e-09
0.042675524,2.192075e-09
0.030639742,2.1706366e-09
0.027250832,2.1802993e-09
0.029447071,2.1887183e-09
0.028680704,2.2045086e-09
0.022828926,2.216143e-09
0.025471775,2.2357414e-09
0.029443252,2.144647e-09
0.030820339,2.1161086e-09
0.02986633,2.152363e-09
0.035544283,2.34801e-09
0.027514311,2.332516e-09
0.021672156,2.3145674e-09
0.023366915,2.3242475e-09
0.018309934,2.3080715e-09
0.015120996,2.3001716e-09
0.017582317,2.3030815e-09
0.014280352,2.272878e-09
0.017754196,2.2990532e-09
0.030614243,2.35305e-09
0.025225179,2.33903e-09
0.019766409,2.323445e-09
0.026320403,2.3337767e-09
0.021818778,2.3191895e-09
0.021559874,2.3141968e-09
0.033861095,2.3525768e-09
0.026698717,2.3337294e-09
0.035228809,2.3509048e-09
0.056273322,1.8834387e-09
0.05978997,1.8514652e-09
0.045514019,1.8271595e-09
0.058145677,1.8907085e-09
0.061031598,1.8639e-09
0.044556989,1.901836e-09
0.032437194,1.9397346e-09
0.048900811,1.9110389e-09
0.041304129,1.916725e-09
0.036047455,1.8639186e-09
0.043833716,1.8799238e-09
0.050116371,1.8441033e-09
0.017279329,1.8822977e-09
0.020234386,1.8978263e-09
0.026459133,1.9126885e-09
0.025878099,1.9120598e-09
0.037129455,1.9276913e-09
0.051179445,1.9419073e-09
0.018023874,1.881482e-09
0.017424368,1.8818969e-09
0.025178287,1.9116078e-09
0.021464894,1.8912645e-09
0.029610378,1.9203883e-09
0.02744894,1.904165e-09
0.03279241,1.9318451e-09
0.04235028,1.9410142e-09
0.044884134,1.9655921e-09
0.044964991,1.9457056e-09
0.051014056,1.9785495e-09
0.060246461,1.960941e-09
0.02202769,1.995489e-09
0.024920882,2.0220072e-09
0.042801144,2.0487523e-09
0.026573035,2.0316275e-09
0.036892216,2.0583262e-09
0.032003702,2.0696158e-09
0.039208097,2.1059308e-09
0.057766563,2.0940873e-09
0.047645914,2.1427438e-09
0.018988988,1.9662665e-09
0.023955614,1.944062e-09
0.016212268,1.9931603e-09
0.01581132,2.3024553e-09
0.0126,2.2903301e-09
0.01446522,2.2767477e-09
0.022897567,2.3237607e-09
0.014230194,2.3088111e-09
0.036366976,2.339294e-09
0.038548599,2.3487687e-09
0.023713098,2.3257696e-09
0.039921508,2.3459088e-09
0.018510625,2.2824638e-09
0.020568586,2.2798974e-09
0.017827884,2.3109743e-09
0.070934896,2.3994207e-09
0.061339332,2.383959e-09
0.04762197,2.3667945e-09
0.069027208,2.3799143e-09
0.052849471,2.3652016e-09
